,企业代号,month,价税合计,大单交易额,大单交易额增长率,退款总额,退款总额增长率,退款大单交易额（不用）,数量
275,E15,3,329,0,#DIV/0!,0,#DIV/0!,0,2
276,E15,4,781417.99,650000,0,0,#DIV/0!,0,8
277,E15,5,266996.4,0,#DIV/0!,0,#DIV/0!,0,10
278,E15,6,390498.05,0,#DIV/0!,0,#DIV/0!,0,6
279,E15,7,794889,224454,0,0,#DIV/0!,0,6
280,E15,8,44978,0,#DIV/0!,0,#DIV/0!,0,2
281,E15,9,654114,0,#DIV/0!,0,#DIV/0!,0,6
282,E15,10,4551,0,#DIV/0!,0,#DIV/0!,0,4
283,E15,11,176672,126672,0.801282051,0,#DIV/0!,0,2
284,E15,12,653677,101500,0,0,#DIV/0!,0,6
285,E16,1,8493.8,0,#DIV/0!,0,#DIV/0!,0,5
286,E16,2,7525.87,0,#DIV/0!,0,#DIV/0!,0,5
287,E16,3,10111.9,0,#DIV/0!,0,#DIV/0!,0,7
288,E16,4,22920.02,0,#DIV/0!,0,#DIV/0!,0,17
289,E16,5,22542.49,0,#DIV/0!,0,#DIV/0!,0,18
290,E16,6,82110.07,0,#DIV/0!,0,#DIV/0!,0,17
291,E16,7,23788.39,0,#DIV/0!,-20500,0,0,16
292,E16,8,16821.32,0,#DIV/0!,0,#DIV/0!,0,13
293,E16,9,33988.31,0,#DIV/0!,0,#DIV/0!,0,17
294,E16,10,7741.44,0,#DIV/0!,0,#DIV/0!,0,7
295,E16,11,14332.91,0,#DIV/0!,0,#DIV/0!,0,9
296,E16,12,42371.9,0,#DIV/0!,0,#DIV/0!,0,16
297,E17,1,18064098.03,6468064.28,0.106705331,-64920,0,0,181
298,E17,2,5875802.5,690176.94,4.569398783,0,#DIV/0!,0,87
299,E17,3,8905549.71,3153693.67,1.32592233,-24764,3.048780488,0,136
300,E17,4,12514373.15,4181552.86,0.993412603,-75500,4.033211921,0,172
301,E17,5,10809441.61,4154007.31,0.950049893,-304507.5,4.626873558,-142500,167
302,E17,6,13196578.34,3946514.2,1.016325744,-1408917.7,0.225703602,-1360701.2,192
303,E17,7,16929491.21,4010943.98,0.970972305,-317997.8,0.123565477,0,211
304,E17,8,13446580.43,3894515.52,0.660804672,-39293.55,26.52576772,0,185
305,E17,9,12640548.08,2573514.05,2.266487199,-1042291.58,0.04487228,-824547.23,197
306,E17,10,14987344.23,5832836.65,0.372004687,-46770,2.031185803,0,193
307,E17,11,7249066.61,2169842.57,1.159152224,-94998.56,0.185265966,0,119
308,E17,12,8163145.29,2515177.84,4.689997086,-17600,4.872498295,0,134
309,E18,1,20619911.29,11796176.74,-0.012008732,-85755.97,12.72646091,0,137
310,E18,2,2429447.45,-141657.12,-33.88206636,-1091370,0.006617004,-895000,67
311,E18,3,8516809.4,4799635.94,0.337878318,-7221.6,26.04477955,0,109
312,E18,4,4927793.36,1621692.92,1.87970976,-188084.98,0.095701422,0,78
313,E18,5,7471798.94,3048312.01,1.1372071,-18000,5.555555556,0,101
314,E18,6,10253687.98,3466562.06,1.279366581,-100000,0,0,99
315,E18,7,10021379.13,4435003.65,0.41522578,0,#DIV/0!,0,111
316,E18,8,5937018.37,1841527.85,3.555805442,-1567.3,0,0,97
317,E18,9,16709484.38,6548114.75,0.321400553,0,#DIV/0!,0,125
318,E18,10,6005350.72,2104567.7,0.480976269,-7872,1.309382622,0,116
319,E18,11,6445536.33,1012247.12,23.43256662,-10307.46,13.34664408,0,115
320,E18,12,38414619.86,23719548.08,0.585980132,-137570,1.160209348,0,160
321,E19,1,18315107.51,13899183.91,0.404088086,-159610,0.03759163,0,38
322,E19,2,6568794.32,5616494.62,3.190890536,-6000,0,0,16
323,E19,3,20395459.43,17921619.53,0.889987136,0,#DIV/0!,0,33
324,E19,4,19311567.4,15950010.83,0.836494094,0,#DIV/0!,0,28
325,E19,5,14461902.98,13342089.86,1.078522572,0,#DIV/0!,0,33
326,E19,6,15742363.28,14389745.07,0.979251866,0,#DIV/0!,0,26
327,E19,7,15108023.46,14091184.71,1.059680039,0,#DIV/0!,0,34
328,E19,8,17102442.59,14932147.16,1.17210135,0,#DIV/0!,0,40
329,E19,9,18470648.3,17501989.84,1.063357538,0,#DIV/0!,0,36
330,E19,10,21156694.61,18610872.83,0.836575717,0,#DIV/0!,0,38
331,E19,11,18761330.5,15569404.28,1.368479681,0,#DIV/0!,0,37
332,E19,12,26746222.92,21306413.4,0.257553296,0,#DIV/0!,0,40
333,E2,1,29641086.53,5487537,0.248719052,-95636.93,4.545748593,0,891
334,E2,2,5341370.76,1364855,3.205928249,-434741.44,0.159849036,0,525
335,E2,3,11362340.16,4375627.2,0.271115419,-69493,0.610824112,0,682
336,E2,4,9350522.34,1186300,2.555702605,-42448,0.20952483,0,686
337,E2,5,8620073.7,3031830,0.33109991,-8893.91,11.77202153,0,650
338,E2,6,6926985.02,1003838.64,2.666435813,-104699.3,0.420646174,0,647
339,E2,7,9981608.84,2676671.3,0.236289753,-44041.36,0.21444138,0,767
340,E2,8,10489744.8,632470,1.962662656,-9444.29,1.118734177,0,787
341,E2,9,9777549.63,1241325.25,1.748209883,-10565.65,0.261167084,0,736
342,E2,10,12283189.15,2170097.07,0.958053181,-2759.4,20.377448,0,782
343,E2,11,14314352.31,2079068.4,2.135345133,-56229.53,2.823957269,0,854
344,E2,12,34399133.38,4439528.59,1.607007662,-158789.79,0,0,988
345,E20,1,8219998.3,7134356.46,3.041390772,0,#DIV/0!,0,15
346,E20,2,21977137.57,21698365.9,0.304426461,0,#DIV/0!,0,13
347,E20,3,7113431.4,6605556.73,1.39804989,0,#DIV/0!,0,13
348,E20,4,11006148.16,9234897.86,0.971843402,0,#DIV/0!,0,15
349,E20,5,9905361.51,8974874.55,1.520862683,0,#DIV/0!,0,17
350,E20,6,15661979.29,13649551.79,1.988351931,0,#DIV/0!,0,18
351,E20,7,31661445.12,27140112.66,0.404253551,0,#DIV/0!,0,21
352,E20,8,12214910.09,10971486.93,2.080961887,-2106.26,0,0,17
353,E20,9,24027246.69,22831246.15,0.814107506,0,#DIV/0!,0,18
354,E20,10,18806497.67,18587088.87,1.326617251,-43250,0,0,9
355,E20,11,28311868.1,24657952.74,0.547048883,0,#DIV/0!,0,26
356,E20,12,15433793.27,13489105.5,0.301372754,-6000,0,0,23
357,E21,1,11032630.03,4065248.87,0.28136765,0,#DIV/0!,0,59
358,E21,2,2807778.5,1143829.52,4.421608528,0,#DIV/0!,0,31
359,E21,3,10149134.27,5057566.36,0.271518563,0,#DIV/0!,0,63
360,E21,4,6210373.27,1373223.15,1.43276375,0,#DIV/0!,0,51
361,E21,5,6029550.9,1967504.35,0.907537267,0,#DIV/0!,0,60
362,E21,6,6810280.6,1785583.52,1.568112042,-279329.4,0,0,62
363,E21,7,10066549.69,2799995.02,1.904384201,0,#DIV/0!,0,62
364,E21,8,12345041.95,5332266.28,0.677299383,0,#DIV/0!,0,91
365,E21,9,9012191.78,3611540.66,1.774761744,-155527,0.90998669,0,86
366,E21,10,15657431.43,6409624.2,1.522323231,-141527.5,2.081871014,0,96
367,E21,11,15970846.7,9757519.82,0.67309164,-294642,0.697228637,0,112
368,E21,12,17102950.96,6567705.02,0.334165434,-205432.84,0,0,117
369,E22,1,3473295.8,2194700,0.667061557,0,#DIV/0!,0,14
370,E22,2,2089049.08,1464000,1.683415301,-885160,0,-601200,15
371,E22,3,4642022.5,2464520,0.968764709,0,#DIV/0!,0,16
372,E22,4,4556410.52,2387540,1.298229014,-22406,0,0,13
373,E22,5,5604051.9,3099573.7,3.836439185,0,#DIV/0!,0,15
374,E22,6,17351774.04,11891326,0.227411981,-35120.28,0,0,24
375,E22,7,6344613.1,2704230,1.350206898,0,#DIV/0!,0,26
376,E22,8,6703881.5,3651270,0.820140746,0,#DIV/0!,0,23
377,E22,9,6923267.96,2994555.3,0.986635525,0,#DIV/0!,0,26
378,E22,10,6480444.54,2954534.64,1.846147927,0,#DIV/0!,0,22
379,E22,11,6963207.22,5454508,0.238069637,0,#DIV/0!,0,14
380,E22,12,3758157.78,1298552.74,11.23762057,0,#DIV/0!,0,14
381,E23,1,16677974.15,14592642.98,1.3960726,-57843.03,0,0,124
382,E23,2,21904032.03,20372389.02,1.034533331,0,#DIV/0!,0,110
383,E23,3,24420440.56,21075915.48,0.982071467,-13967.76,9.019010206,0,140
